,interruptores,pulsadores,tomadas,total,ibc,desemprego,imobiliario,comercial,residencial,material_eletrico,pib,variacao_pib,consumo,ICST-A,ICST-R,geracaoGWh,IndEletronica,IndEletrica,IndEletronica+Eletrica,IndGeral
2019-08-01,-336235.0,20891.0,1492584.0,1177240.0,-0.47,0.09999999999999787,413009217.23999023,999142123.0099983,-49892200.36975098,-1.3999999999999995,-74749.8999999999,-21.271617948208114,-1137559.4799999595,-1.2999999999999972,-0.6000000000000085,-3940.9122210000423,-9.799999999999997,17.19999999999999,4.239999999999988,2.29999999999999
2019-09-01,-422528.0,-31496.0,-3466292.0,-3920316.0,0.6600000000000001,-0.1999999999999993,-1361283387.6399918,-1600343933.2599945,3789715443.329956,-0.5999999999999996,48581.19999999995,20.36210597635257,-763364.3200000376,-2.5000000000000284,-1.5,-51.49308499995823,4.299999999999997,-18.39999999999999,-7.503999999999984,-4.29999999999999
2019-10-01,111628.0,-8169.0,2204658.0,2308117.0,-0.5600000000000003,-0.20000000000000107,1032455332.519989,1240524399.1299934,-2664460368.6799316,5.5,20199.499999999884,-4.639473885824275,1902507.2700000033,3.7000000000000313,2.6000000000000085,2796.4432799999777,3.6000000000000085,8.600000000000001,6.1999999999999815,1.8999999999999915
2019-11-01,-335576.0,27558.0,-982468.0,-1290486.0,0.14000000000000012,1.7763568394002505e-15,-144348176.52999115,-1375113543.6299992,537470767.5097656,-11.4,-62787.99999999988,-13.500143496152825,-2712292.9789999425,0.5,-1.4210854715202004e-14,-7750.527119999999,-6.3000000000000185,5.29999999999999,-0.2680000000000007,3.70000000000001
2019-12-01,24145.0,-39832.0,-1577422.0,-1593109.0,0.15000000000000013,0.40000000000000036,-237628580.4600067,687780053.0000038,-1476312317.039795,10.5,51696.90000000002,18.443355323797604,804339.5069998875,0.7999999999999687,0.8999999999999915,8328.79823999999,-0.5999999999999801,-4.799999999999997,-2.7839999999999776,-4.800000000000011
2020-01-01,476744.0,85524.0,5022843.0,5585111.0,-0.2600000000000001,0.1999999999999975,-10498784.769989014,778875599.1899986,-465026345.6900635,-5.099999999999998,-58189.80000000005,-17.341792763637052,2436315.4330001026,-0.9999999999999716,-2.099999999999966,-2386.703279999987,10.599999999999987,-9.79999999999999,-0.008000000000038199,0.6000000000000085
2020-02-01,610293.0,-100662.0,-4542676.0,-4033045.0,0.029999999999999916,-0.1999999999999975,486011263.1999893,-49835176.47000122,2425775083.1398926,4.299999999999999,60910.90000000002,18.475089580473544,-3686895.58100006,-7.1000000000000085,-2.900000000000034,-6388.6912799999845,-16.599999999999994,11.399999999999991,-2.0399999999999494,-0.7999999999999972
2020-03-01,-3551608.0,23693.0,-3278181.0,-6806096.0,0.30000000000000016,-1.7763568394002505e-15,-475913255.19000244,-224749169.34000015,636468502.9102783,-3.0,-6321.300000000163,-10.203828083323097,2466484.110000074,4.799999999999997,2.90000000000002,9769.334879999973,4.100000000000001,-4.899999999999999,-0.5800000000000409,-2.200000000000017
2020-04-01,7622778.0,55423.0,13183390.0,20861591.0,-1.48,-0.3999999999999986,620784614.5600128,-11830301.399997711,352544093.84973145,-1.5999999999999992,-91380.49999999977,-14.041829011089634,-4771269.180000074,-22.499999999999986,-23.200000000000003,-13598.34575999999,-9.500000000000007,-20.300000000000004,-15.115999999999985,-17.59999999999998
2020-05-01,-7212024.0,3321.0,-10611770.0,-17820473.0,0.9400000000000002,0.09999999999999964,-417221512.5900116,-342987540.2500019,-1764374196.6098633,3.099999999999999,160763.09999999998,41.22089190466749,6932159.100000009,53.29999999999998,52.599999999999994,17792.69712000001,35.50000000000001,46.900000000000006,41.428,47.39999999999999
2020-06-01,6897158.0,-42339.0,8382308.0,15237127.0,1.5299999999999996,0.1999999999999993,35894638.290008545,41837757.67000008,-1122141973.8300781,-0.8999999999999999,-53089.700000000186,-34.819709357568804,-2260680.6199999675,-24.400000000000006,-22.700000000000003,-9192.684960000028,-11.200000000000003,-12.600000000000001,-11.927999999999997,-19.700000000000003
2020-07-01,-5197751.0,29409.0,-6791434.0,-11959776.0,-1.3199999999999996,0.0,-87673551.89000702,-91492110.41999817,2063423646.6800537,-1.4999999999999996,-47453.99999999977,-0.3383376727357099,1972798.5690000132,-7.199999999999974,-8.59999999999998,5654.9003600000215,-11.100000000000001,-14.899999999999999,-13.076000000000008,-6.399999999999999
2020-08-01,-5254047.0,-104238.0,-10283504.0,-15641789.0,0.3799999999999999,0.0,-139364739.88999176,-88664875.52000237,-445755899.82006836,2.5999999999999996,-12716.700000000186,7.2675320406689865,-3262998.8570000753,-0.10000000000002274,-2.842170943040401e-14,-9482.313443333333,4.0,8.300000000000004,6.236000000000018,3.1000000000000014
2020-09-01,7755969.0,123974.0,15321452.0,23201395.0,-0.16999999999999993,-0.5,228186289.18998718,155561834.47999954,-1235903400.4898682,-1.4,34726.09999999998,7.21893597151118,428291.2460000515,0.8000000000000114,2.1000000000000227,4494.160729722207,-8.899999999999999,-10.900000000000013,-9.940000000000012,-7.799999999999997
2020-10-01,405904.0,-77969.0,-3096277.0,-2768342.0,-0.25,-0.09999999999999787,-20716671.83998871,374943683.2400036,1042359188.2498779,0.5,19645.000000000233,-2.6010006173629674,1443950.2240000442,1.5,0.3999999999999915,3.0890638657583622,-5.199999999999996,0.8000000000000043,-2.0800000000000125,0.3999999999999915
